	ISO3	current_mammal_SR	rcp26_mammal_SR	rcp26_mammal_pctChange	rcp45_mammal_SR	rcp45_mammal_pctChange	rcp60_mammal_SR	rcp60_mammal_pctChange	rcp85_mammal_SR	rcp85_mammal_pctChange	current_bird_SR	rcp26_bird_SR	rcp26_bird_pctChange	rcp45_bird_SR	rcp45_bird_pctChange	rcp60_bird_SR	rcp60_bird_pctChange	rcp85_bird_SR	rcp85_bird_pctChange	current_both_SR	rcp26_both_SR	rcp26_both_pctChange	rcp45_both_SR	rc45_both_pctChange	rcp60_both_SR	rcp60_both_pctChange	rcp85_both_SR	rcp85_both_pctChange	GDP_per_capita	CO2_per_capita	Governance_score
38	CRI	325.2608696	322.5217391	-0.842133405	321.4782609	-1.16294613	316.4347826	-2.71354097	304.2608696	-6.456356102	1133.782609	1097.956522	-3.159872685	1057.521739	-6.726233846	1049.565217	-7.428001687	965.6521739	-14.8291598	1459.043478	1420.478261	-2.643184934	1379	-5.486024197	1366	-6.377018893	1269.913043	-12.96263186	11824.6381	1.63095106	0.586666667
39	CUB	248.1132075	234.4716981	-5.498098859	227.9245283	-8.136882129	224.1132075	-9.673003802	217.1509434	-12.47908745	714.1132075	663.490566	-7.088881843	638.2264151	-10.6267174	633.3962264	-11.30310717	613.0188679	-14.15662651	962.2264151	897.9622642	-6.678693282	866.1509434	-9.984705283	857.509434	-10.88277972	830.1698113	-13.72406761	NA	3.04521062	-0.46
40	CYN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	234	187.5	-19.87179487	179.5	-23.29059829	173	-26.06837607	166.5	-28.84615385	NA	NA	NA
41	CYP	66.5	63	-5.263157895	60	-9.77443609	62.5	-6.015037594	52	-21.80451128	199	175	-12.06030151	160.5	-19.34673367	164.5	-17.33668342	139.5	-29.89949749	265.5	238	-10.35781544	220.5	-16.94915254	227	-14.50094162	191.5	-27.87193974	23541.4882	5.26035204	0.818333333
42	CZE	166.6153846	157.4615385	-5.493998153	156.1794872	-6.263465682	155.0769231	-6.925207756	150.8461538	-9.4644506	380	347.5128205	-8.54925776	347.5384615	-8.542510121	341.6410256	-10.09446694	319.9230769	-15.8097166	546.6153846	504.974359	-7.61797542	503.7179487	-7.847828126	496.7179487	-9.128436063	470.7692308	-13.87559809	18483.7165	9.16597838	0.95
43	DEU	139.3756906	147.558011	5.870694098	146.0552486	4.792484243	144.9116022	3.971934832	144.4309392	3.627066239	325.3425414	326.4364641	0.3362372	325.0607735	-0.086606552	324.5359116	-0.247932481	311.5524862	-4.238626522	464.718232	473.9944751	1.99610053	471.1160221	1.376703046	469.4475138	1.0176665	455.9834254	-1.879591982	42161.3197	8.8893704	1.495
44	DJI	76.36363636	80.72727273	5.714285714	79.18181818	3.69047619	80.36363636	5.238095238	80.09090909	4.880952381	178.7272727	190.7272727	6.714140387	178.0909091	-0.356052899	184.8181818	3.407934893	190	6.307222787	255.0909091	271.4545455	6.414825374	257.2727273	0.85531005	265.1818182	3.955808981	270.0909091	5.880256593	NA	0.79196175	-0.788333333
45	DNK	134.2083333	141.625	5.526234089	146.4166667	9.096553865	145.7916667	8.630859981	154.375	15.02638932	352.125	348.7083333	-0.970299373	345.6666667	-1.834102473	348.6666667	-0.982132292	335.375	-4.756833511	486.3333333	490.3333333	0.822481151	492.0833333	1.182316655	494.4583333	1.670664839	489.75	0.702535984	53578.7566	5.93571248	1.683333333
46	DOM	250.6	262.04	4.565043895	240.76	-3.926576217	243.28	-2.920989625	232.88	-7.071029529	779.8	792	1.564503719	669.24	-14.17799436	678.12	-13.03924083	618.6	-20.67196717	1030.4	1054.04	2.294254658	910	-11.68478261	921.4	-10.57841615	851.48	-17.36413043	6722.2235	2.06998663	-0.243333333
47	DZA	34.72372881	34.64152542	-0.236735491	32.78389831	-5.586469468	32.79745763	-5.547420315	29.79576271	-14.19192659	57.70423729	55.05423729	-4.592383722	50.76355932	-12.02802132	50.71694915	-12.10879558	43.96355932	-23.81225125	92.4279661	89.69576271	-2.956035392	83.54745763	-9.608031908	83.51440678	-9.6437904	73.75932203	-20.19804704	3916.8816	3.7174099	-0.815
48	ECU	275.40625	271.71875	-1.338931124	274.1875	-0.442528084	277.8359375	0.882219449	277.21875	0.658118688	932.9921875	902.6328125	-3.253979552	905.140625	-2.985187108	920.4765625	-1.341450139	914.015625	-2.03394656	1208.398438	1174.351563	-2.817520608	1179.328125	-2.405689349	1198.3125	-0.834653305	1191.234375	-1.420397608	6018.5269	2.76170217	-0.396666667
49	EGY	35.94357977	33.5077821	-6.776725304	30	-16.53585927	29.8618677	-16.92016238	28.10894942	-21.797023	40.57003891	39.07782101	-3.678127847	35.78793774	-11.78727281	35.92412451	-11.4515897	32.24708171	-20.51503381	76.51361868	72.58560311	-5.133746949	65.78793774	-14.01800244	65.78599222	-14.02054516	60.35603113	-21.11727014	3477.8517	2.19898025	-0.815
50	ERI	124.0983607	123.557377	-0.435931308	117.8196721	-5.059445178	118.5901639	-4.438573316	111.6557377	-10.02642008	381.3114754	368.5245902	-3.353396389	346.8196721	-9.045571797	352.1311475	-7.652622528	327.3278689	-14.15735168	505.4098361	492.0819672	-2.637041842	464.6393443	-8.066818034	470.7213115	-6.863444697	438.9836066	-13.14304249	NA	NA	-1.61
51	ESH	47.125	46.58333333	-1.149425287	46.22916667	-1.900972591	46.95833333	-0.353669319	45.91666667	-2.564102564	72.5	73.52083333	1.408045977	73.77083333	1.752873563	74.97916667	3.41954023	72.35416667	-0.201149425	119.625	120.1041667	0.400557297	120	0.313479624	121.9375	1.933124347	118.2708333	-1.132009753	NA	NA	NA
52	ESP	199.2109375	189.6289063	-4.809992549	192.890625	-3.172673438	194.640625	-2.294207616	187.4296875	-5.91395741	419.640625	377.4335938	-10.05789924	372.9726563	-11.12093681	376.4648438	-10.28875154	346.21875	-17.49636966	618.8515625	567.0625	-8.368575865	565.8632813	-8.562357189	571.1054688	-7.715274008	533.6484375	-13.76794213	26616.4881	5.03382449	0.806666667
53	EST	120.7916667	147.9583333	22.49051397	149.9166667	24.11176268	148.5833333	23.00793377	139.7916667	15.72956192	348.0416667	355.25	2.071112175	347.625	-0.119717467	345	-0.873937507	329.7083333	-5.267568538	468.8333333	503.2083333	7.332029861	497.5416667	6.123355848	493.5833333	5.2790615	469.5	0.142196943	17736.8027	14.84881917	1.218333333
54	ETH	191.3686957	186.6678261	-2.456446468	184.093913	-3.801448604	183.1043478	-4.318547398	180.6713043	-5.58993793	594.0278261	568.706087	-4.262719357	551.0921739	-7.227885679	546.1513043	-8.059642939	534.6886957	-9.989284648	785.3965217	755.373913	-3.822605253	735.186087	-6.393004475	729.2556522	-7.148092462	715.36	-8.917345545	706.7575	0.11912401	-0.833333333
55	FIN	82.23837209	109.4476744	33.08589608	120.8081395	46.89996465	121.2325581	47.41604807	128.7093023	56.50759986	299.8662791	336.2034884	12.11780445	344.3837209	14.84576458	340.5581395	13.57000213	335.5465116	11.89871454	382.1046512	445.6511628	16.6306564	465.1918605	21.74462128	461.7906977	20.85450838	464.255814	21.49965004	43433.0322	8.66072124	1.76
56	FJI	34.77777778	42.22222222	21.4057508	40	15.01597444	40.55555556	16.61341853	34.88888889	0.319488818	225.5555556	231	2.413793103	225.4444444	-0.049261084	224.5555556	-0.443349754	210.4444444	-6.699507389	260.3333333	273.2222222	4.950917627	265.4444444	1.963294921	265.1111111	1.835253948	245.3333333	-5.76184379	5233.4694	1.32057471	0.208333333
57	FLK	27.33333333	28.66666667	4.87804878	28.16666667	3.048780488	28.83333333	5.487804878	28.33333333	3.658536585	202.8333333	212.3333333	4.683648316	215.1666667	6.080525883	214.6666667	5.834018077	211.6666667	4.354971241	230.1666667	241	4.706734251	243.3333333	5.720492397	243.5	5.792903693	240	4.272266474	NA	NA	NA
58	FRA	131.8896797	141.4590747	7.255605623	145.8434164	10.57985483	149.252669	13.16478239	153.1494662	16.11937077	327.7508897	321.5836299	-1.881691242	322.1494662	-1.709049056	326.911032	-0.256248778	316.9715302	-3.288887924	459.6405694	463.0427046	0.740172965	467.9928826	1.817140114	476.1637011	3.594794014	470.1209964	2.280135337	36857.1192	4.57318215	1.116666667
59	FRO	103	101	-1.941747573	110	6.796116505	105	1.941747573	115	11.65048544	359	357	-0.557103064	380	5.849582173	364	1.39275766	380	5.849582173	462	458	-0.865800866	490	6.060606061	469	1.515151515	495	7.142857143	NA	12.23784857	NA
60	FSM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	210	188	-10.47619048	180	-14.28571429	186	-11.42857143	176	-16.19047619	NA	NA	0.341666667
61	GAB	240.6031746	254.2936508	5.690064652	250.2142857	3.994590315	247.1904762	2.73782821	230.8412698	-4.057263491	639.2380952	635.2619048	-0.622020262	624.4444444	-2.314263012	617.8015873	-3.353446563	578.031746	-9.574890743	879.8412698	889.5555556	1.104095255	874.6587302	-0.589031211	864.9920635	-1.687714234	808.8730159	-8.066029226	7179.3407	2.76826572	-0.741666667
62	GBR	114.4416667	122.6583333	7.179785917	127.275	11.21386441	129.1	12.80856331	136.1583333	18.97618874	342.7583333	345.9416667	0.92873988	349.9083333	2.086017845	353.9166667	3.255452092	350.6833333	2.312124675	457.2	468.6	2.49343832	477.1833333	4.370807816	483.0166667	5.646689997	486.8416667	6.48330417	40412.0336	6.49744049	1.333333333
63	GEO	163.0540541	170.3783784	4.491960882	161.2702703	-1.093983093	164.7297297	1.027681087	153.8378378	-5.65224598	374.4324324	371	-0.916702757	352.1081081	-5.962176989	355.2972973	-5.110437419	331.4864865	-11.46961166	537.4864865	541.3783784	0.724091115	513.3783784	-4.485342183	520.027027	-3.248353196	485.3243243	-9.704832303	3865.7857	2.41154199	0.431666667
64	GHA	222.8739496	216.1764706	-3.005052409	210.7563025	-5.436995702	210.0504202	-5.753713898	201.2689076	-9.693839077	555.7142857	523.4369748	-5.808256465	499.7983193	-10.06199909	499.487395	-10.11794949	478.0504202	-13.9755028	778.5882353	739.6134454	-5.005828261	710.5546218	-8.738073652	709.5378151	-8.868669861	679.3193277	-12.74985969	1513.461	0.53653338	0.046666667
65	GIN	186.6829268	190.7479675	2.17751067	186.3577236	-0.174200854	186.1869919	-0.265656302	180.5772358	-3.270621026	536.5691057	520.7398374	-2.950089397	500.2682927	-6.765356526	500.5365854	-6.715355011	473.0731707	-11.83369193	723.2520325	711.4878049	-1.626573741	686.6260163	-5.064073741	686.7235772	-5.050584532	653.6504065	-9.623426259	661.5278	0.20749262	-0.938333333
66	GMB	146.4	147.4	0.683060109	132.6	-9.426229508	127.4	-12.97814208	123.6	-15.57377049	440.2	408.8	-7.133121308	367.2	-16.58337119	361.6	-17.85552022	358.2	-18.62789641	586.6	556.2	-5.182407092	499.8	-14.79713604	489	-16.63825435	481.8	-17.86566655	473.1904	0.26768489	-0.395
67	GNB	151.5	155.125	2.392739274	148.8125	-1.773927393	149.375	-1.402640264	141.9375	-6.311881188	456.1875	443.8125	-2.71270037	410.75	-9.96026853	408.8125	-10.38498424	385.5	-15.49527333	607.6875	598.9375	-1.439884809	559.5625	-7.919366451	558.1875	-8.145634064	527.4375	-13.20580068	641.596	0.15724117	-1.131666667
68	GNQ	257.4117647	265.2352941	3.039305302	265.9411765	3.313528336	264.2941176	2.673674589	253.4705882	-1.531078611	626.1176471	609.4117647	-2.668169861	602	-3.851935363	599.7647059	-4.208944006	562.9411765	-10.09019166	883.5294118	874.6470588	-1.005326232	867.9411765	-1.764314248	864.0588235	-2.203728362	816.4117647	-7.596537949	8747.3535	4.73381653	-1.29
69	GRC	211.5970149	217.4029851	2.743880934	205.1044776	-3.068350145	212.119403	0.246878747	199.0298507	-5.939197291	459.1044776	437.4776119	-4.710663199	399.0298507	-13.08517555	412.7462687	-10.09752926	380.2835821	-17.16840052	670.7014925	654.880597	-2.358857957	604.1343284	-9.92500612	624.8656716	-6.834012061	579.3134328	-13.62574271	17890.5749	6.18033727	0.278333333
70	GRD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1064	978	-8.082706767	892	-16.16541353	919	-13.62781955	863	-18.89097744	NA	NA	0.28
71	GRL	34.88446215	40.16733068	15.14390132	44.00199203	26.13636364	43.89243028	25.82229328	50.3625498	44.36957515	109.1394422	134.9820717	23.67854275	149.6195219	37.09023874	151.4741036	38.78951595	176.6752988	61.88033876	144.0239044	175.1494024	21.61134163	193.6215139	34.43706777	195.3665339	35.64868603	227.0378486	57.63900415	NA	8.98918199	1.398333333
72	GTM	273.4310345	253.0862069	-7.440570023	252.5862069	-7.62343149	246.5	-9.849296929	233.7758621	-14.50280598	864.5689655	761.2931034	-11.94535846	738.9827586	-14.52587496	719.137931	-16.82121847	659.0862069	-23.76707548	1138	1014.37931	-10.862978	991.5689655	-12.86740198	965.637931	-15.14605175	892.862069	-21.54111872	4146.7441	1.15097799	-0.605
73	GUF	294.2619048	292.5	-0.598753944	288.1190476	-2.087547536	285.7142857	-2.904765758	257.6904762	-12.42818998	985.5952381	891.7619048	-9.520473487	837.3571429	-15.04046382	836.2380952	-15.15400411	705.4761905	-28.42130692	1279.857143	1184.261905	-7.469211594	1125.47619	-12.06235815	1121.952381	-12.3376865	963.1666667	-24.74420508	NA	NA	1.116666667
74	GUM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	219	219	0	200	-8.675799087	198	-9.589041096	186	-15.06849315	NA	NA	0.716
75	GUY	270.7264151	263.9245283	-2.512457748	248.7358491	-8.122800293	255.4150943	-5.655643447	239.5660377	-11.50991393	849.1698113	776.4150943	-8.567746523	685.2358491	-19.30520375	705.5754717	-16.90996756	628.8773585	-25.94209661	1119.896226	1040.339623	-7.103926408	933.9716981	-16.60194257	960.990566	-14.1893201	868.4433962	-22.45322596	4529.1394	2.63234795	-0.211666667
76	HKG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	473	479	1.268498943	427	-9.725158562	475	0.422832981	428	-9.513742072	NA	NA	1.47
77	HND	275.4035088	256.8070175	-6.752452542	258.7192982	-6.058096573	250.6666667	-8.982035928	232.9824561	-15.40323608	845.5263158	755.1403509	-10.68990559	748.7368421	-11.44724556	725.3333333	-14.21516755	632.4210526	-25.20385932	1120.929825	1011.947368	-9.722504813	1007.45614	-10.12317468	976	-12.92942889	865.4035088	-22.79592444	2361.1602	1.07522179	-0.631666667
78	HRV	159.8387097	161.4516129	1.009081736	157.9354839	-1.190716448	160.6129032	0.484359233	158.0967742	-1.089808274	345.1935484	337.0322581	-2.364265022	327.0645161	-5.251845622	329.3548387	-4.588356228	317.3548387	-8.064666854	505.0322581	498.483871	-1.296627491	485	-3.966530404	489.9677419	-2.982881962	475.4516129	-5.857179356	12149.1896	3.97380491	0.438333333
79	HTI	264.9333333	264.3333333	-0.226472068	254.4	-3.975842979	252.8	-4.579768495	244.4666667	-7.72521389	807.6666667	808.6666667	0.123813454	723.8	-10.38382171	740.4	-8.328518366	644.5333333	-20.19810153	1072.6	1073	0.03729256	978.2	-8.801044192	993.2	-7.402573187	889	-17.1172851	739.5954	0.27053859	-1.135
80	HUN	160.6666667	143.625	-10.60684647	138.5833333	-13.74481328	141.1875	-12.12396266	134.4375	-16.32520747	353.5	311.5	-11.88118812	296.6666667	-16.07732202	291.6666667	-17.49174917	265.8333333	-24.79962282	514.1666667	455.125	-11.48298217	435.25	-15.34846029	432.8541667	-15.81442464	400.2708333	-22.15153971	12820.0882	4.26557498	0.463333333
81	IDN	196.8420491	189.8025614	-3.576211363	183.2177161	-6.921454557	181.5368196	-7.775386167	171.0533618	-13.10120852	568.1120598	531.8335112	-6.385808563	509.5784418	-10.30318173	505.6574173	-10.99336678	481.9903949	-15.1592742	764.9541089	721.6360726	-5.662828108	692.796158	-9.432977753	687.1942369	-10.16529894	653.0437567	-14.62968182	3570.2949	1.81936332	-0.133333333
82	IND	150.5890751	153.2656735	1.777418703	149.9764122	-0.406844216	148.0937306	-1.65705547	141.8038485	-5.833906982	475.361887	479.8988206	0.954416773	466.3705773	-1.891466268	466.1638734	-1.934949752	447.2594662	-5.911795124	625.9509621	633.1644941	1.152411675	616.3469894	-1.53430113	614.257604	-1.868094926	589.0633147	-5.893057069	1709.5918	1.73000043	-0.106666667
83	IRL	106.6486486	125.5675676	17.73948302	130.1081081	21.99695895	134.5405405	26.1530664	142.3783784	33.50228079	340.3243243	359	5.487611182	359.5135135	5.638500635	373.7027027	9.807814485	379.7567568	11.58672173	446.972973	484.5675676	8.410932398	489.6216216	9.541661628	508.2432432	13.7078244	522.1351351	16.81581812	64175.4377	7.31393981	1.396666667
84	IRN	103.4830508	97.07506053	-6.192309042	90.50363196	-12.54255531	90.91283293	-12.1471273	82.33535109	-20.43590674	215.279661	190.5895884	-11.46883664	171.7590799	-20.21583503	174.216707	-19.07423758	152.2142857	-29.29462774	318.7627119	287.6646489	-9.755865977	262.2627119	-17.72478333	265.12954	-16.82542215	234.5496368	-26.41873467	5219.1094	8.28302079	-1.001666667
85	IRQ	55.22421525	49.13901345	-11.01908242	43.60986547	-21.03126269	43	-22.13560698	35.41704036	-35.86682907	103.735426	90.35874439	-12.89499849	78.05829596	-24.75251805	76.56950673	-26.18769723	60.22421525	-41.94440842	158.9596413	139.4977578	-12.24328594	121.6681614	-23.45971564	119.5695067	-24.77995938	95.64125561	-39.83299481	4609.6007	4.81183969	-1.541666667
86	ISL	95.36538462	92.38461538	-3.125630167	98.17307692	2.944141964	94.17307692	-1.250252067	100.3846154	5.263157895	332.1538462	339.0769231	2.084298286	355	6.878184345	341.5384615	2.825382121	351.6538462	5.870773506	427.5192308	431.4615385	0.922135756	453.1730769	6.000629751	435.7115385	1.916243084	452.0384615	5.735234582	60529.9268	6.05965741	1.545
87	ISR	67.18181818	50.18181818	-25.30446549	46.90909091	-30.1759134	46.36363636	-30.98782138	45.45454545	-32.34100135	136.2727273	101.7272727	-25.35023349	96.63636364	-29.08605737	95.54545455	-29.88659106	85.45454545	-37.29152769	203.4545455	151.9090909	-25.33512064	143.5454545	-29.44593387	141.9090909	-30.25022341	130.9090909	-35.65683646	37180.5271	7.86318135	0.66
88	ITA	177.0974026	180.4480519	1.89198108	181.0454545	2.22931104	182.4350649	3.01396986	182.8831169	3.26696733	380.6558442	361.1363636	-5.127855205	351.3311688	-7.703723921	353.3051948	-7.185138432	341.2532468	-10.35123932	557.7532468	541.5844156	-2.898921927	532.3766234	-4.549793932	535.7402597	-3.946725033	524.1363636	-6.027196312	30668.9814	5.27086679	0.488333333
89	JAM	281.5	283.6666667	0.769686205	285	1.243339254	279.1666667	-0.828892836	272.5	-3.197158082	890.3333333	848.8333333	-4.66117559	825	-7.338075627	787.5	-11.54998128	741.8333333	-16.67914639	1171.833333	1132.5	-3.356563789	1110	-5.276632058	1066.666667	-8.974541317	1014.333333	-13.44047788	4878.5758	2.59321537	0.248333333
90	JOR	62.31111111	53.84444444	-13.58773181	49.97777778	-19.79315264	49.15555556	-21.11269615	42.35555556	-32.0256776	101.2	79.95555556	-20.99253404	73.62222222	-27.25076856	72.13333333	-28.72200264	58.2	-42.49011858	163.5111111	133.8	-18.17069856	123.6	-24.40880674	121.2888889	-25.8222343	100.5555556	-38.50231041	4087.9375	3.00251473	-0.085
91	JPN	66.27956989	67.04301075	1.151849448	68.19354839	2.887735237	68.20967742	2.912070084	69	4.104477612	202.1666667	197.9408602	-2.090258756	198.3387097	-1.893465947	200.1451613	-0.999920219	200.3064516	-0.920139351	268.4462366	264.983871	-1.289779896	266.5322581	-0.712983918	268.3548387	-0.034046985	269.3064516	0.32044221	38972.3406	9.5387061	1.34
92	KAS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	105	151	43.80952381	172	63.80952381	167	59.04761905	183	74.28571429	NA	NA	NA
93	KAZ	88.9762931	97.16738506	9.205926285	94.5545977	6.26942796	94.16666667	5.833434258	86.89727011	-2.336603286	263.7952586	277.7399425	5.286176856	270.7722701	2.644858566	268.1271552	1.642143447	252.6436782	-4.227361977	352.7715517	374.9073276	6.274818861	365.3268678	3.559050051	362.2938218	2.699273813	339.5409483	-3.750473467	7714.6936	14.36316974	-0.323333333
94	KEN	189.910299	182.9036545	-3.689449469	178.282392	-6.122841698	179.5016611	-5.480818012	178.3853821	-6.068610815	544.2923588	513.5448505	-5.649079545	492.2026578	-9.570169442	493.9468439	-9.249719225	485.8504983	-10.73721861	734.2026578	696.448505	-5.142197787	670.4850498	-8.678476889	673.448505	-8.274847847	664.2358804	-9.529627367	1455.3598	0.31041531	-0.57
95	KGZ	154.3431373	150.2254902	-2.667852379	155.8039216	0.946452392	152.8529412	-0.96550848	156.7156863	1.537191133	436.1862745	426.7254902	-2.168977996	434.5098039	-0.384347396	424.0490196	-2.782585242	419.8039216	-3.755815783	590.5294118	576.9509804	-2.299365807	590.3137255	-0.036524222	576.9019608	-2.307666766	576.5196078	-2.372414251	1077.6031	1.64639534	-0.628333333
96	KHM	234.4361702	225.1808511	-3.947905795	219.4574468	-6.389254436	218.2978723	-6.883877116	210.2234043	-10.32808459	623.6595745	578.893617	-7.177947598	562.0425532	-9.879912664	560.4361702	-10.13748635	536.7765957	-13.93115448	858.0957447	804.0744681	-6.295483567	781.5	-8.926246885	778.7340426	-9.248583578	747	-12.94677725	1269.9072	0.43776	-0.77
97	KIR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	227	168	-25.99118943	163	-28.1938326	164	-27.75330396	161	-29.07488987	NA	NA	0.326666667
98	KNA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	798	874	9.523809524	821	2.882205514	830	4.010025063	802	0.501253133	NA	NA	0.608333333
99	KOR	143	142.1764706	-0.575894694	143.4509804	0.315370904	148.8039216	4.058686412	142.4705882	-0.370218017	357.2156863	350.6666667	-1.83335163	340.0784314	-4.797453068	355.9803922	-0.345811834	340.3137255	-4.731584148	500.2156863	492.8431373	-1.473874015	483.5294118	-3.335815923	504.7843137	0.913331504	482.7843137	-3.484771275	27538.8061	11.57034541	0.908333333
100	KOS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	485.1666667	493	1.614565441	478.8333333	-1.305393336	489.8333333	0.961868774	447	-7.86671247	NA	NA	NA
101	KWT	45.11111111	40.33333333	-10.591133	37.44444444	-16.99507389	36.22222222	-19.7044335	31.55555556	-30.04926108	77.55555556	62.77777778	-19.05444126	54.33333333	-29.94269341	54	-30.37249284	40.88888889	-47.27793696	122.6666667	103.1111111	-15.94202899	91.77777778	-25.18115942	90.22222222	-26.44927536	72.44444444	-40.94202899	27359.2303	25.22386443	-0.115
102	LAO	278.8898305	269.6016949	-3.33039594	258.4237288	-7.338418062	256.7033898	-7.955270595	233.440678	-16.29645386	817.5423729	780.4322034	-4.539234995	750	-8.261635742	750.1610169	-8.2419405	685.6779661	-16.12936664	1096.432203	1050.033898	-4.231753221	1008.423729	-8.026804968	1006.864407	-8.169022793	919.1186441	-16.17186715	2338.6922	0.29720088	-0.766666667
103	LBN	74.6	69	-7.506702413	65.6	-12.06434316	65.6	-12.06434316	58	-22.25201072	226.6	208.2	-8.120035305	195	-13.94527802	194.6	-14.12180053	166.4	-26.56663725	301.2	277.2	-7.96812749	260.6	-13.47941567	260.2	-13.6122178	224.4	-25.49800797	8257.2944	4.29573255	-0.831666667
104	LBR	248.9787234	233.0638298	-6.392069732	230.7021277	-7.340625534	229.3404255	-7.887540591	217.3829787	-12.69013844	578.1914894	543.9361702	-5.924563017	536.5319149	-7.205151794	533.5957447	-7.712971481	501.7234043	-13.22539098	827.1702128	777	-6.065282815	767.2340426	-7.24592947	762.9361702	-7.765516887	719.106383	-13.06427965	455.3707	0.21296766	-0.73
105	LBY	35.0496368	31.60653753	-9.823494871	28.8377724	-17.72304929	28.69007264	-18.14445097	25.45399516	-27.37729267	41.79782082	39.87651332	-4.59666908	37.19854722	-11.00362056	37.30145278	-10.75742216	31.23486683	-25.27154236	76.84745763	71.48305085	-6.98059109	66.03631961	-14.06830928	65.99152542	-14.12659903	56.68886199	-26.23196169	NA	9.18684539	-1.905
106	LKA	230.71875	219.28125	-4.957334417	209.09375	-9.372883652	205.28125	-11.02532846	198.875	-13.80197752	671.21875	654.9375	-2.425625029	624.46875	-6.964942502	622.46875	-7.262907957	606.25	-9.679221565	901.9375	874.21875	-3.073245097	833.5625	-7.580902224	827.75	-8.225348209	805.125	-10.73383688	3835.3948	0.88554581	-0.145
107	LTU	131.5833333	153.5277778	16.67722187	148.8333333	13.10956301	151.3888889	15.0517205	140.7777778	6.98754486	357.3055556	355.6111111	-0.474228407	342.8055556	-4.058151287	347.0555556	-2.868693151	328.8611111	-7.96081785	488.8888889	509.1388889	4.142045455	491.6388889	0.5625	498.4444444	1.954545455	469.6388889	-3.9375	14912.6865	4.37809012	0.885
108	LVA	126.40625	150.71875	19.23362176	148.40625	17.40420272	148.1875	17.23114957	140.875	11.44622991	350.65625	355.03125	1.247660636	343.34375	-2.085375635	343.90625	-1.924962125	326.15625	-6.986899563	477.0625	505.75	6.013363029	491.75	3.078737063	492.09375	3.150792611	467.03125	-2.102711909	14071.0272	3.49819288	0.791666667
109	MAR	69.04934211	64.65460526	-6.364632462	62.58223684	-9.365918727	62.13486842	-10.01381544	57.36184211	-16.92630175	156.8552632	137.2467105	-12.50104857	126.1776316	-19.55792299	127.4342105	-18.7568157	109.3684211	-30.27430585	225.9046053	201.9013158	-10.62540954	188.7598684	-16.44266473	189.5690789	-16.08445577	166.7302632	-26.19439388	2892.7756	1.74437997	-0.3
110	MDA	156.7647059	139.7647059	-10.84427767	130.6470588	-16.66041276	125.4705882	-19.96247655	126.6470588	-19.2120075	355.6470588	310.7058824	-12.63645385	294.4705882	-17.20145551	280	-21.27026133	269.4117647	-24.24743632	512.4117647	450.4705882	-12.08816439	425.1176471	-17.03593158	405.4705882	-20.87016416	396.0588235	-22.70692228	1900.2261	1.38682914	-0.353333333
111	MDG	13.77666667	8.72	-36.70457295	8.236666667	-40.2129204	7.48	-45.70529881	7.043333333	-48.87490927	63.21666667	59.08	-6.543633008	57	-9.833904561	56.29666667	-10.94648036	55.03666667	-12.93962563	76.99333333	67.8	-11.94042774	65.23666667	-15.26972032	63.77666667	-17.1659884	62.08	-19.36964239	401.7423	0.13042132	-0.753333333
112	MEX	190.4224924	184.0567376	-3.342963708	182.9199595	-3.939940515	181.5116515	-4.679510713	173.1215805	-9.085540072	489.7629179	465.2107396	-5.013074167	455.0506586	-7.087563819	449.6828774	-8.183559649	427.4407295	-12.72497083	680.1854103	649.2674772	-4.545515482	637.970618	-6.20636545	631.1945289	-7.20257752	600.56231	-11.70608765	8208.556	3.86624111	-0.351666667
113	MKD	155.4615385	149.5384615	-3.809995052	146.6153846	-5.69025235	153.7692308	-1.088570015	142.8461538	-8.114794656	356.6923077	332.6153846	-6.750053914	316.8461538	-11.17101574	323.3076923	-9.359499677	289.7692308	-18.76213069	512.1538462	482.1538462	-5.857614899	463.4615385	-9.507359567	477.0769231	-6.848903575	432.6153846	-15.53018925	5237.1477	3.61493818	-0.04
114	MLI	77.32025118	84.18053375	8.872555986	78.72370487	1.815117861	77.46310832	0.184760319	75.15855573	-2.795768786	199.4945055	213.8053375	7.173546955	197.3500785	-1.074930358	194.6452119	-2.430790538	187.599686	-5.962479737	276.8147567	297.9858713	7.648116327	276.0737834	-0.2676784	272.1083203	-1.700211534	262.7582418	-5.077949992	779.9448	0.08322866	-0.901666667
