	ISO3	current_mammal_SR	rcp26_mammal_SR	rcp26_mammal_pctChange	rcp45_mammal_SR	rcp45_mammal_pctChange	rcp60_mammal_SR	rcp60_mammal_pctChange	rcp85_mammal_SR	rcp85_mammal_pctChange	current_bird_SR	rcp26_bird_SR	rcp26_bird_pctChange	rcp45_bird_SR	rcp45_bird_pctChange	rcp60_bird_SR	rcp60_bird_pctChange	rcp85_bird_SR	rcp85_bird_pctChange	current_both_SR	rcp26_both_SR	rcp26_both_pctChange	rcp45_both_SR	rc45_both_pctChange	rcp60_both_SR	rcp60_both_pctChange	rcp85_both_SR	rcp85_both_pctChange	GDP_per_capita	CO2_per_capita	Governance_score
115	MMR	251.1861862	242.5225225	-3.449100365	238.6756757	-4.980572658	233.7057057	-6.959172694	218.5075075	-13.00974356	741.0720721	706.8168168	-4.622391876	687.6096096	-7.214205538	678.5795796	-8.432714556	637.4144144	-13.9875272	992.2582583	949.3393393	-4.32537785	926.2852853	-6.64877036	912.2852853	-8.059693362	855.9219219	-13.74000521	1195.5154	0.41660036	-0.94
116	MNE	165.8571429	172.1428571	3.789836348	168.1428571	1.378122308	171.2857143	3.273040482	172.2857143	3.875968992	356.7142857	371.2857143	4.084901882	362.8571429	1.72206648	375.7142857	5.32639167	362.5714286	1.641970364	522.5714286	543.4285714	3.99125205	531	1.612903226	547	4.674685621	534.8571429	2.351011482	7028.9348	3.55607179	0.133333333
117	MNG	79.79345088	90.19647355	13.03743923	90.49244332	13.40835911	91.6511335	14.86047099	88.60075567	11.03762864	223.209068	256.7821159	15.04107703	258.6926952	15.89703659	263.47733	18.04060306	263.2481108	17.93791049	303.0025189	346.9785894	14.51343398	349.1851385	15.24166196	355.1284635	17.20313903	351.8488665	16.12077279	3694.0826	7.12732635	0.015
118	MOZ	181.4015152	159.5353535	-12.05401267	147.6893939	-18.58425559	144.2626263	-20.47330688	139.6893939	-22.99436208	576.3636364	514.0151515	-10.81756046	472.209596	-18.07089029	456.7525253	-20.75271644	428.6414141	-25.63003856	757.7651515	673.5505051	-11.11355494	619.8989899	-18.19378489	601.0151515	-20.68582854	568.3308081	-24.99908356	382.0693	0.30966661	-0.778333333
119	MRT	50.37428023	57.03262956	13.21775576	56.40307102	11.9679939	56.57773512	12.31472661	55.00575816	9.194132216	98.04798464	110.5451056	12.7459233	101.8944338	3.92302723	102.3051823	4.341953292	94.71401152	-3.400348453	148.4222649	167.5777351	12.90606249	158.2975048	6.653476102	158.8829175	7.047899855	149.7197697	0.874198221	1101.9016	0.66682243	-0.76
120	MWI	205.0677966	189.1186441	-7.777502273	174.5423729	-14.88552773	170.4576271	-16.87742789	154.8813559	-24.47309695	648.2542373	595.8983051	-8.076450441	549	-15.31100478	531.779661	-17.96742228	493.1864407	-23.92083039	853.3220339	785.0169492	-8.004608112	723.5423729	-15.20875541	702.2372881	-17.70547809	648.0677966	-24.05354944	300.3077	0.07476291	-0.485
121	MYS	258.2814371	240.4431138	-6.906544873	230.4850299	-10.76206153	230.3053892	-10.83161385	216.6047904	-16.13613706	697.6946108	635.0299401	-8.981676179	611.2335329	-12.39239583	611.1796407	-12.40012016	588.9520958	-15.58597605	955.9760479	875.4730539	-8.421026258	841.7185629	-11.95191922	841.4850299	-11.97634797	805.5568862	-15.73461616	9508.2378	8.03299158	0.475
122	NAM	126.6626506	118.2192771	-6.666032531	107.2337349	-15.33910397	105.3180723	-16.85151717	83.98072289	-33.69732712	349.660241	335.5060241	-4.04799151	306.9879518	-12.20392946	302.5445783	-13.47469833	247.6313253	-29.17944442	476.3228916	453.7253012	-4.744174752	414.2216867	-13.03762761	407.8626506	-14.37265397	331.6120482	-30.38082904	4414.9789	1.58372867	0.296666667
123	NCL	75.41666667	70	-7.182320442	77.33333333	2.541436464	74.91666667	-0.662983425	77.16666667	2.320441989	341.9166667	325.8333333	-4.703875213	341.3333333	-0.170606873	331.8333333	-2.949061662	336.1666667	-1.68169632	417.3333333	395.8333333	-5.151757188	418.6666667	0.319488818	406.75	-2.535942492	413.3333333	-0.958466454	NA	16.00593173	NA
124	NER	64.38935108	73.03161398	13.42188227	71.24958403	10.65429738	70.67387687	9.760194325	71.15141431	10.50183472	150.5440932	174.1114809	15.6548073	166.4758735	10.58280005	165.9700499	10.24680305	167.8386023	11.48800248	214.9334443	247.1430948	14.98587188	237.7254576	10.60421908	236.6439268	10.10102574	238.9900166	11.19256822	364.1655	0.11107352	-0.735
125	NGA	171.5896328	171.8358531	0.143493694	168.9524838	-1.536892984	167.7408207	-2.243033004	161.9438445	-5.621428392	490.0194384	470.6198704	-3.958938465	454.1792657	-7.314030827	450.9611231	-7.970768559	430.4362851	-12.15934485	661.6090713	642.4557235	-2.894964498	623.1317495	-5.8157186	618.7019438	-6.485268914	592.3801296	-10.46372317	2175.6734	0.54562211	-1.07
126	NIC	281.8208955	282.7761194	0.338947145	286.1044776	1.519966105	280.0149254	-0.640821947	268.358209	-4.777036331	855.2835821	838.880597	-1.917841686	814.5223881	-4.765810415	794.7910448	-7.072804691	715.2238806	-16.37582019	1137.104478	1121.656716	-1.358517313	1100.626866	-3.207938466	1074.80597	-5.478696873	983.5820896	-13.50116819	2151.382	0.80852086	-0.911666667
127	NLD	123.5	129.85	5.141700405	134.1	8.582995951	133.05	7.732793522	145.1	17.48987854	333	323	-3.003003003	332.15	-0.255255255	328.95	-1.216216216	322.7	-3.093093093	456.5	452.85	-0.799561884	466.25	2.135815991	462	1.204819277	467.8	2.475355969	45637.8867	9.92013808	1.695
128	NOR	106.5	120.0851064	12.75596843	125.6329787	17.96523824	125.3031915	17.65557886	134.1382979	25.9514534	333.5425532	358.8297872	7.581411667	366.5904255	9.908142761	361.2819149	8.316588524	367.9468085	10.31480241	440.0425532	478.9148936	8.833768494	492.2234043	11.85813751	486.5851064	10.57683009	502.0851064	14.09921671	70867.9406	9.27094513	1.765
129	NPL	174.3648649	179.9324324	3.193055878	181.2432432	3.944819034	176.6756757	1.325273192	168.2567568	-3.503061304	612.2702703	626.1081081	2.260086519	622.1756757	1.617815838	610.972973	-0.211883111	579.6621622	-5.325770283	786.6351351	806.0405405	2.466887702	803.4189189	2.133617358	787.6486486	0.128841628	747.9189189	-4.921750185	729.1223	0.28353853	-0.593333333
130	NZL	82.32352941	88.82352941	7.895677028	89.83088235	9.119328332	89.84558824	9.137191854	87.88235294	6.752411576	359.4558824	369.9485294	2.919036125	373.2573529	3.839545064	372.1544118	3.532708751	374.6985294	4.240477846	441.7794118	458.7720588	3.846409906	463.0882353	4.823408009	462	4.577077993	462.5808824	4.708564961	39412.4852	7.68657583	1.81
131	OMN	47.78527607	52.36809816	9.590448068	51.38650307	7.536269097	51.64417178	8.075491077	50.90797546	6.534856849	81.62576687	96.53374233	18.2638106	93.49079755	14.53588876	93.7607362	14.86659151	89.3803681	9.500187899	129.4110429	148.9018405	15.06115483	144.8773006	11.95126576	145.404908	12.35896463	140.2883436	8.405233716	14982.3579	15.44316719	0.138333333
132	PAK	88.98190045	86.77828054	-2.476481058	82.76244344	-6.989575388	82.73529412	-7.020086448	80.97737557	-8.9956776	228.0248869	212.8348416	-6.661573417	201.1266968	-11.79616419	201.138009	-11.79120323	195.4276018	-14.29549446	317.0067873	299.6131222	-5.486843138	283.8891403	-10.44698359	283.8733032	-10.45197942	276.4049774	-12.80786771	1443.625	0.8962641	-0.966666667
133	PAN	318.7692308	314.3589744	-1.383526384	312.4358974	-1.986808237	308.9487179	-3.080759331	299.8205128	-5.944337194	1075.512821	1014.820513	-5.643104065	991.4358974	-7.817379902	958.6410256	-10.86661104	900.6410256	-16.25938729	1394.282051	1329.179487	-4.669253545	1303.871795	-6.484359196	1267.589744	-9.086562333	1200.461538	-13.90109789	13680.236	2.25431136	0.101666667
134	PER	222.2518968	227.4567527	2.341872406	229.4628225	3.244483286	229.9362671	3.457504916	231.138088	3.99825213	715.3277693	706.4537178	-1.240557402	704.6494689	-1.492784275	707.1441578	-1.144036606	704.0804249	-1.572334382	937.5796662	933.9104704	-0.391347624	934.1122914	-0.369821887	937.0804249	-0.053247878	935.2185129	-0.251834948	6049.2326	1.99348595	-0.136666667
135	PHL	225.2335766	235.3576642	4.494928217	231.8175182	2.923161681	231.5328467	2.796772207	215.6642336	-4.248630781	695.9124088	675.2262774	-2.972519404	657.9489051	-5.455212922	651.7664234	-6.343612335	619.1167883	-11.03524229	921.1459854	910.5839416	-1.146619967	889.7664234	-3.406578603	883.2992701	-4.108655515	834.7810219	-9.375817175	2951.0719	1.05545685	-0.333333333
136	PNG	75.59322034	65.44915254	-13.41928251	60.46610169	-20.01121076	59.16525424	-21.73206278	51.79661017	-31.47982063	306.7033898	271.8474576	-11.36470393	255.1228814	-16.81771711	252.3813559	-17.71158575	230.0084746	-25.00621702	382.2966102	337.2966102	-11.77096495	315.5889831	-17.44918091	311.5466102	-18.50657268	281.8050847	-26.28627164	2500.0911	0.81464881	-0.583333333
137	POL	167.5660377	157.0314465	-6.286829561	150.5660377	-10.14525391	149.6226415	-10.70825358	138.9622642	-17.07014976	385.1761006	350.3081761	-9.052463139	340.3081761	-11.64867822	333.836478	-13.32887024	307.3710692	-20.19985958	552.7421384	507.3396226	-8.214050019	490.8742138	-11.192909	483.4591195	-12.53441959	446.3333333	-19.25107526	12414.0987	7.51715158	0.646666667
138	PRI	250	253.8333333	1.533333333	236	-5.6	232.3333333	-7.066666667	235.3333333	-5.866666667	762.1666667	779.1666667	2.230483271	651.6666667	-14.49814126	646.8333333	-15.13229827	613.1666667	-19.54952985	1012.166667	1033	2.058290795	887.6666667	-12.30034579	879.1666667	-13.14012844	848.5	-16.16993249	30790.1048	NA	0.381666667
139	PRK	108.031746	115.2857143	6.714663532	115.2539683	6.685277696	118.2539683	9.462239201	114.015873	5.539230091	364.6190476	363.6984127	-0.252492273	354.031746	-2.903661138	367.1904762	0.705237038	346.3015873	-5.023725567	472.6507937	478.984127	1.339960372	469.2857143	-0.711958894	485.4444444	2.706787118	460.3174603	-2.609396514	NA	1.61359684	-1.61
140	PRT	260.4893617	249.2340426	-4.320836396	241.6808511	-7.220452503	243.9787234	-6.338315772	227.4255319	-12.69296741	602.4893617	543.3191489	-9.82095561	510.212766	-15.31588798	519	-13.85740015	458.1276596	-23.96087156	862.9787234	792.5531915	-8.160749507	751.893617	-12.87228797	762.9787234	-11.5877712	685.5531915	-20.55966469	19871.719	4.33155403	1.071666667
141	PRY	123.1584158	117.2970297	-4.759225018	119.8465347	-2.68912292	121.7376238	-1.153629713	122.8267327	-0.269314254	472.3465347	447.9455446	-5.165908567	447.2178218	-5.319974008	449.9554455	-4.740394491	442.1435644	-6.394239839	595.5049505	565.2425743	-5.081800951	567.0643564	-4.775878695	571.6930693	-3.998603398	564.970297	-5.127523027	4077.7421	0.87021929	-0.35
142	PSE	61.5	41	-33.33333333	39	-36.58536585	38.5	-37.39837398	39.5	-35.77235772	147	99	-32.65306122	94.5	-35.71428571	93	-36.73469388	90.5	-38.43537415	208.5	140	-32.85371703	133.5	-35.97122302	131.5	-36.93045564	130	-37.6498801	2943.4045	NA	NA
143	QAT	36.5	39	6.849315068	38.5	5.479452055	39	6.849315068	36.25	-0.684931507	48.5	41	-15.46391753	37.5	-22.68041237	38.75	-20.10309278	32.25	-33.50515464	85	80	-5.882352941	76	-10.58823529	77.75	-8.529411765	68.5	-19.41176471	59324.3388	45.42323996	0.346666667
144	ROU	164.1344538	149.7310924	-8.775343027	143.7226891	-12.43600246	142	-13.48556215	134.0168067	-18.34937538	379.5042017	327.8907563	-13.60023029	311.7983193	-17.84061469	303.7058824	-19.97298554	278.8655462	-26.51845619	543.6386555	477.6218487	-12.14350857	455.5210084	-16.2088634	445.7058824	-18.01431376	412.8823529	-24.05206127	9522.771	3.51615369	NA
145	RUS	67.47155793	77.80578129	15.31641432	80.98548874	20.02907777	81.19305781	20.33671714	84.63837938	25.44304886	229.090202	260.7220803	13.80760856	269.069538	17.45135131	269.8745066	17.8027276	281.8525656	23.03126154	296.5617599	338.5278616	14.15088099	350.0550267	18.03781674	351.0675644	18.37924233	366.490945	23.57997372	8748.3689	11.85752777	-0.638333333
146	RWA	265.4615385	249.3076923	-6.085192698	247.6153846	-6.722689076	241.3076923	-9.098811939	214.0769231	-19.3567082	788.4615385	750.5384615	-4.809756098	729	-7.541463415	724.5384615	-8.107317073	636.6153846	-19.25853659	1053.923077	999.8461538	-5.131012335	976.6153846	-7.335231005	965.8461538	-8.35705423	850.6923077	-19.283264	702.8356	0.07401645	-0.003333333
147	SAU	46.42283951	43.68209877	-5.903862775	41.76028807	-10.04365844	41.61213992	-10.36278616	39.33436214	-15.26937482	71.31481481	66.02366255	-7.419429297	60.97736626	-14.49551343	60.35288066	-15.37118786	53.96502058	-24.32845725	117.7376543	109.7057613	-6.821855803	102.7376543	-12.74018927	101.9650206	-13.39642261	93.29938272	-20.75654704	20028.6482	19.5292718	-0.231666667
148	SDN	80.40021231	92.32590234	14.83290862	89.47239915	11.28378468	89.82908705	11.72742517	89.66454352	11.52276958	203.9649682	232.8163482	14.14526245	220.8895966	8.297811435	221.962845	8.824003956	217.604034	6.686964894	284.3651805	325.1422505	14.33968463	310.3619958	9.142052921	311.7919321	9.644905029	307.2685775	8.054219926	2415.0382	0.2997326	-1.58
149	SEN	133.5533981	134.038835	0.363477755	126.9126214	-4.972375691	122.6407767	-8.170979936	120.2330097	-9.973829602	397.7087379	378.776699	-4.760277317	358.2524272	-9.920906162	351.5631068	-11.60287081	342.8737864	-13.78771604	531.2621359	512.815534	-3.472222222	485.1650485	-8.676900585	474.2038835	-10.74013158	463.1067961	-12.82894737	952.7683	0.60880912	-0.076666667
150	SGS	23.5	38	61.70212766	37	57.44680851	37	57.44680851	37	57.44680851	170.5	201.5	18.18181818	206	20.82111437	202.5	18.76832845	217	27.27272727	194	239.5	23.45360825	243	25.25773196	239.5	23.45360825	254	30.92783505	NA	NA	NA
151	SLB	47.07142857	46	-2.276176024	41.21428571	-12.4430956	39.85714286	-15.3262519	34.71428571	-26.25189681	231.7142857	207.8571429	-10.29593095	188.9285714	-18.4648582	182.8571429	-21.08508015	164.8571429	-28.85326757	278.7857143	253.8571429	-8.941839611	230.1428571	-17.44811683	222.7142857	-20.11273379	199.5714286	-28.41404048	2005.4836	0.35044935	-0.215
152	SLE	217.1944444	215.4722222	-0.792940274	209.8333333	-3.389180202	210.0277778	-3.299654687	204.0277778	-6.062156286	601.3611111	576.9444444	-4.060233729	546.7222222	-9.085870017	548.7777778	-8.744052843	520.4166667	-13.46020601	818.5555556	792.4166667	-3.193294421	756.5555556	-7.574317904	758.8055556	-7.299443464	724.4444444	-11.49721732	505.2045	0.1849257	-0.586666667
153	SLV	257.7272727	245.8181818	-4.620811287	237.7272727	-7.760141093	241.6363636	-6.243386243	244.2727273	-5.220458554	683	670.0909091	-1.890057234	615.0909091	-9.942765872	633.1818182	-7.294023692	618.0909091	-9.503527219	940.7272727	915.9090909	-2.638190955	852.8181818	-9.344800928	874.8181818	-7.00618477	862.3636364	-8.330112099	4223.5846	1.00064462	-0.365
154	SOL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	368.6590909	367.2386364	-0.385303002	341.0909091	-7.477960668	343.1477273	-6.920041921	356.4545455	-3.310523396	NA	NA	NA
155	SOM	116.6329114	124.7130802	6.927863396	123.8987342	6.229650532	123.350211	5.759351711	127.4556962	9.279357499	324.7299578	327.0759494	0.722443835	322.8860759	-0.567820065	321.6118143	-0.960226608	332.9029536	2.516859188	441.3628692	451.7890295	2.362264945	446.7848101	1.228454251	444.9620253	0.815464184	460.3586498	4.303891858	434.2088	0.04504672	-2.113333333
156	SRB	149.5	148.25	-0.836120401	142.625	-4.598662207	146.7	-1.872909699	134.45	-10.06688963	341.55	319.5	-6.455862978	304.4	-10.87688479	306.025	-10.40111258	276.3	-19.10408432	491.05	467.75	-4.744934324	447.025	-8.96548213	452.725	-7.804704205	410.75	-16.35271357	5426.1983	5.28252192	-0.053333333
157	SSD	181.7788462	178.8814103	-1.593934585	180.1282051	-0.908049017	178.1474359	-1.997707837	173.4487179	-4.582561932	492.7019231	454.2435897	-7.805598382	448.3365385	-9.004508109	441.8782051	-10.3153074	429.1089744	-12.90698204	674.4807692	633.125	-6.131497163	628.4647436	-6.822437012	620.025641	-8.073636891	602.5576923	-10.66347333	NA	0.12974935	-2.103333333
158	SUR	270.9589041	283.9589041	4.797775531	259.1780822	-4.347826087	260.6712329	-3.796764408	239.3561644	-11.66329626	838.7260274	812.7945205	-3.091773237	710.5890411	-15.27757362	718.9589041	-14.27964787	630.2739726	-24.85341434	1109.684932	1096.753425	-1.165331391	969.7671233	-12.60878689	979.630137	-11.71997482	869.630137	-21.63269841	5871.442	3.63401943	-0.193333333
159	SVK	157.8636364	157.4090909	-0.287935502	151.0909091	-4.290238986	150.5	-4.66455514	142.7272727	-9.588252232	368.1818182	346.1818182	-5.975308642	340.1818182	-7.604938272	333.7727273	-9.345679012	314.5454545	-14.56790123	526.0454545	503.5909091	-4.268556122	491.2727273	-6.610213428	484.2727273	-7.940896915	457.2727273	-13.07353322	16529.541	5.66158133	0.673333333
